,r,id
marginal_4228,0.3792648743663133,35
marginal_3635,0.349792050803743,35
marginal_5395,0.32213844225703,35
marginal_1589,0.3172784489964277,35
marginal_3367,0.3077961410770948,35
marginal_8059,0.47661511960168723,44
marginal_2072,0.30304445675526537,44
marginal_1718,0.2971820418441833,44
marginal_5785,0.28723983111231366,44
marginal_2018,0.28085982983707886,44
marginal_8084,0.16219996080168025,77
marginal_9849,0.14683953325473373,77
marginal_1283,0.1369706134723235,77
marginal_9474,0.1356966689083849,77
marginal_4732,0.12370456269330744,77
marginal_739,0.5079906239352309,94
marginal_7017,0.49271111062873535,94
marginal_5810,0.49227537321334564,94
marginal_7429,0.47339135009194067,94
marginal_3918,0.46352101133945944,94
marginal_3039,0.23087140970738362,114
marginal_1283,0.23042270476937493,114
marginal_9956,0.20645753001874517,114
marginal_9766,0.20288340060730803,114
marginal_2072,0.1870924439888139,114
marginal_4998,0.26620828185665496,187
marginal_1714,0.26257245009098773,187
marginal_9052,0.24726497039981754,187
marginal_5814,0.24388826165582325,187
marginal_6412,0.22973867163326794,187
marginal_9160,0.70239095009856,222
marginal_5395,0.6751963692250708,222
marginal_5317,0.6722009888549398,222
marginal_2818,0.6154022359887746,222
marginal_4373,0.5303688899059057,222
marginal_3918,0.48041637203970206,252
marginal_1714,0.4754253378583633,252
marginal_1800,0.47127387469970855,252
marginal_94,0.4579034607678768,252
marginal_3527,0.44342989245916803,252
marginal_5317,0.4177538307422786,370
marginal_9160,0.36171529470387237,370
marginal_2818,0.31312000633795783,370
marginal_6830,0.2958832976183929,370
marginal_4031,0.27547878076575516,370
marginal_1589,0.5419018357486705,483
marginal_5814,0.48415631620532,483
marginal_2129,0.483541654739381,483
marginal_7017,0.46148237312973006,483
marginal_871,0.4139384912039411,483
marginal_2638,0.287749857484317,484
marginal_8829,0.2479748344580812,484
marginal_6910,0.24697476291395162,484
marginal_3039,0.24285914845490233,484
marginal_2965,0.23033721480786645,484
marginal_1714,0.31229406066008203,661
marginal_9295,0.23417144284910632,661
marginal_5636,0.23173612289757195,661
marginal_5275,0.21741867427664807,661
marginal_4998,0.21289087943484666,661
marginal_94,0.5079906239352309,739
marginal_8829,0.4786039166542875,739
marginal_7794,0.4393131067750535,739
marginal_5810,0.41807244127129317,739
marginal_7989,0.3797841569058278,739
marginal_5395,0.36694101575319876,744
marginal_2129,0.34951099819998627,744
marginal_739,0.33952207959963143,744
marginal_7989,0.3162091295331648,744
marginal_9956,0.29823282369393905,744
marginal_2129,0.5981344952614357,871
marginal_7794,0.534389684946543,871
marginal_1589,0.4293524128400612,871
marginal_483,0.4139384912039411,871
marginal_7674,0.3795413418831778,871
marginal_2818,0.3720679418860699,1042
marginal_6673,0.2634376164364204,1042
marginal_8703,0.24041282430072367,1042
marginal_4732,0.1974084213415585,1042
