,r,id
marginal_1790,0.4407649534574599,35
marginal_3367,0.4403446996986267,35
marginal_94,0.4247309192284207,35
marginal_6910,0.41524331276046633,35
marginal_8890,0.3733801257185537,35
marginal_2129,0.31654803388222735,44
marginal_8155,0.31076639783423793,44
marginal_7429,0.27568794588003237,44
marginal_871,0.2411961407449637,44
marginal_1283,0.239781144810563,44
marginal_2018,0.2935401825857161,77
marginal_4732,0.26046437218926377,77
marginal_7965,0.24178499122159952,77
marginal_2470,0.225989794931201,77
marginal_5439,0.22244862835209137,77
marginal_2072,0.6866440320784174,94
marginal_871,0.6499665117381257,94
marginal_8890,0.6202951849591757,94
marginal_7017,0.5948067866895423,94
marginal_1086,0.5811810547544405,94
marginal_7016,0.5448394718573641,114
marginal_2945,0.3711256257890965,114
marginal_2645,0.32334143229665935,114
marginal_222,0.28145594485375625,114
marginal_5814,0.2771505128782089,114
marginal_2755,0.6680217349798485,187
marginal_2470,0.23192671821260835,187
marginal_8829,0.20334459524260406,187
marginal_1042,0.19530810902063173,187
marginal_9600,0.19122686022902288,187
marginal_7919,0.34173483082350475,222
marginal_7016,0.3092163471555561,222
marginal_114,0.28145594485375625,222
marginal_1792,0.23391840218917082,222
marginal_9849,0.23177423985800188,222
marginal_871,0.6348394786954211,252
marginal_2094,0.630139952359167,252
marginal_483,0.6225443124075787,252
marginal_8890,0.5956675232097872,252
marginal_5439,0.5811622084061112,252
marginal_7017,0.5716896257886652,370
marginal_8890,0.49165657331894136,370
marginal_6673,0.46258539601261417,370
marginal_3527,0.44601089681146705,370
marginal_2072,0.44076015359509946,370
marginal_871,0.7304423216953584,483
marginal_8890,0.7168652887795705,483
marginal_1507,0.6564386437260927,483
marginal_1086,0.6444430414017873,483
marginal_2094,0.6438942469468644,483
marginal_3577,0.5322324725091949,484
marginal_1507,0.5308300596706182,484
marginal_871,0.5297169980768535,484
marginal_483,0.49653494308815777,484
marginal_2094,0.4960424083696875,484
marginal_5636,0.3440700931113677,661
marginal_2645,0.2867920433774528,661
marginal_2755,0.2701739509981084,661
marginal_8386,0.26072274882836033,661
marginal_3577,0.25465716830881185,661
marginal_871,0.5570671479904064,739
marginal_94,0.5565896064176731,739
marginal_2072,0.5515490130070669,739
marginal_1507,0.5067258863152664,739
marginal_8890,0.49612527793516364,739
marginal_1507,0.5093231125955185,744
marginal_483,0.49880624424177317,744
marginal_871,0.4899870094805976,744
marginal_6910,0.4802725009634862,744
marginal_9729,0.4693387410971283,744
marginal_483,0.7304423216953584,871
marginal_1507,0.7055953755157379,871
marginal_4998,0.7029347986504357,871
marginal_1086,0.6942107825605902,871
marginal_2094,0.6836609394769891,871
marginal_2470,0.27621200983268956,1042
marginal_2645,0.24869047013358003,1042
marginal_5972,0.23302974812144497,1042
marginal_5658,0.226457766876606,1042
marginal_187,0.19530810902063173,1042
marginal_871,0.6942107825605902,1086
marginal_483,0.6444430414017873,1086
marginal_8890,0.6322168257237365,1086
marginal_1507,0.5928998168941936,1086
marginal_94,0.5811810547544405,1086
marginal_739,0.3405064922810725,1103
marginal_4732,0.28207629535616674,1103
marginal_483,0.2814691989412809,1103
marginal_2034,0.2800430103328738,1103
marginal_8967,0.27390028062765454,1103
marginal_3849,0.33892828375967,1283
marginal_483,0.2705944431769123,1283
marginal_9121,0.2533949860819012,1283
marginal_44,0.239781144810563,1283
marginal_2094,0.22980248844463594,1283
marginal_7566,0.7967826678780277,1403
marginal_8244,0.4542727121478805,1403
marginal_4373,0.41130247407802184,1403
marginal_4356,0.36831323267169813,1403
