,r,id
marginal_7989,0.513722948823237,35
marginal_7017,0.5013415295497385,35
marginal_2945,0.4947177122939041,35
marginal_9729,0.4933559559550966,35
marginal_2461,0.46222078632053876,35
marginal_8059,0.652665860044455,44
marginal_2755,0.454941585585448,44
marginal_2470,0.4317718003293723,44
marginal_9600,0.40492312546962395,44
marginal_9766,0.3712827532018029,44
marginal_4228,0.3136738921936102,77
marginal_1283,0.30460939521301705,77
marginal_7919,0.21006964046843787,77
marginal_8467,0.1806140412327042,77
marginal_9849,0.17414486478618227,77
marginal_739,0.7664607429336543,94
marginal_871,0.7510901457761343,94
marginal_1507,0.7298815739607116,94
marginal_8890,0.7283827415368751,94
marginal_1790,0.7155535167097471,94
marginal_7460,0.5318256302877377,114
marginal_483,0.3708563260246512,114
marginal_2233,0.3622267158531393,114
marginal_871,0.36173338814951506,114
marginal_1792,0.3599707476772423,114
marginal_4228,0.3409142291400035,187
marginal_1283,0.1941946877617565,187
marginal_77,0.1669458964797812,187
marginal_1103,0.12669365086007314,187
marginal_1801,0.10952236128442833,187
marginal_8086,0.415710993284275,222
marginal_7741,0.3280209031249825,222
marginal_4029,0.24142598369573956,222
marginal_7460,0.21869473015111474,222
marginal_1619,0.19204469327752577,222
marginal_6910,0.7211130894454475,252
marginal_4031,0.7080570892344279,252
marginal_2034,0.6696742259797714,252
marginal_1507,0.6316255818071203,252
marginal_1718,0.6200402250175949,252
marginal_3893,0.3875384286618351,370
marginal_4998,0.3355411623853905,370
marginal_94,0.3229884752385881,370
marginal_483,0.30950475503443453,370
marginal_1103,0.30949208491861524,370
marginal_94,0.6812550315476371,483
marginal_7989,0.6801738861128857,483
marginal_5814,0.6602127984928218,483
marginal_4998,0.657984023570269,483
marginal_1507,0.6513299049312073,483
marginal_8084,0.4149388156792558,484
marginal_35,0.4086034997636761,484
marginal_4193,0.3524038685390461,484
marginal_2072,0.2868197003478333,484
marginal_3778,0.2729158149767025,484
marginal_7989,0.6134653735406391,661
marginal_1790,0.5544274002174806,661
marginal_5972,0.5344768309839807,661
marginal_94,0.5259927964830597,661
marginal_483,0.5231108583126208,661
marginal_94,0.7664607429336543,739
marginal_871,0.746169335496948,739
marginal_1507,0.7389208756416471,739
marginal_7989,0.688154922774192,739
marginal_8890,0.6818955506705031,739
marginal_3577,0.5324119422974816,744
marginal_1507,0.4546185067981786,744
marginal_6910,0.4496050705560944,744
marginal_7287,0.4244966029630701,744
marginal_5636,0.4141779709553368,744
marginal_1507,0.7643133036303495,871
marginal_94,0.7510901457761343,871
marginal_739,0.746169335496948,871
marginal_6910,0.7455298242639559,871
marginal_5814,0.7404035327601136,871
marginal_3036,0.3958491301708109,1042
marginal_4356,0.32516092172549504,1042
marginal_5193,0.23924081678452602,1042
marginal_1086,0.23260759008008686,1042
marginal_2461,0.21502150107699353,1042
marginal_3527,0.6344380579561714,1086
marginal_2094,0.631007413005035,1086
marginal_1507,0.6283378308356602,1086
marginal_5131,0.6223916210042105,1086
marginal_7989,0.6217105160391431,1086
marginal_9956,0.7242511249796333,1103
marginal_7566,0.4043085175557984,1103
marginal_1086,0.3904046858500999,1103
marginal_7739,0.32949866697887814,1103
marginal_483,0.3127407685538648,1103
marginal_2094,0.37444223662226844,1283
marginal_1507,0.37414765292127733,1283
marginal_77,0.30460939521301705,1283
marginal_7287,0.2975602834737057,1283
marginal_8244,0.2940536811681931,1283
marginal_5545,0.9595874431991236,1403
marginal_3036,0.5979807996152944,1403
marginal_8244,0.5856765076269133,1403
marginal_2755,0.5314809627105515,1403
marginal_7900,0.3684476892182206,1403
marginal_7794,0.36444879403373326,1415
marginal_3723,0.34302860737906454,1415
marginal_9160,0.3212764387835543,1415
marginal_4998,0.28914601114961236,1415
marginal_8386,0.26734376465615023,1415
marginal_3527,0.769971784052128,1507
marginal_8890,0.7658343157138753,1507
marginal_871,0.7643133036303495,1507
marginal_2094,0.7473645162511834,1507
marginal_6910,0.7470970551637621,1507
marginal_6910,0.620595876214547,1589
marginal_94,0.6041954018532981,1589
marginal_483,0.6000372683382751,1589
marginal_7989,0.5931875346100708,1589
marginal_2094,0.5924991525706302,1589
marginal_3367,0.5108239112337605,1619
marginal_4031,0.4973446571429572,1619
marginal_2034,0.4875449730372868,1619
marginal_2072,0.4686552092884626,1619
marginal_4998,0.4605682552547111,1619
