,r,id
marginal_7794,0.5773075129033989,35
marginal_3918,0.5287836608250804,35
marginal_3367,0.5039660643615822,35
marginal_3310,0.4856006818316203,35
marginal_2034,0.412799759818562,35
marginal_222,0.47068537797751064,44
marginal_7989,0.38718065115638256,44
marginal_8155,0.386822470851589,44
marginal_94,0.34718141102687783,44
marginal_5131,0.33435796886369323,44
marginal_3893,0.3645365307265299,77
marginal_3635,0.35741971059956934,77
marginal_5193,0.2623545852606623,77
marginal_7674,0.25973916529582725,77
marginal_7682,0.25898131020521,77
marginal_8890,0.7289738223169094,94
marginal_483,0.6993114881217912,94
marginal_5131,0.6858292495056368,94
marginal_1507,0.6850972108752275,94
marginal_2129,0.6826171781773975,94
marginal_1619,0.569824172498897,114
marginal_1103,0.48350174338667345,114
marginal_9474,0.44958806237139964,114
marginal_1714,0.4408723253916625,114
marginal_6910,0.42969978062228253,114
marginal_7566,0.42001300389055685,187
marginal_1415,0.2471176517206346,187
marginal_9956,0.2004202485315303,187
marginal_6830,0.17749328892009952,187
marginal_3036,0.1769112941953856,187
marginal_44,0.47068537797751064,222
marginal_5275,0.15689461732323784,222
marginal_6863,0.12974526095248537,222
marginal_7460,0.10609147162018909,222
marginal_8467,0.09919628077734105,222
marginal_8829,0.6018766032678186,252
marginal_2129,0.5820084940961178,252
marginal_1714,0.5786702556292759,252
marginal_483,0.5774257465604307,252
marginal_8890,0.5750506749447578,252
marginal_5484,0.5309951590953087,370
marginal_3577,0.49885895171372624,370
marginal_3893,0.48048525750300475,370
marginal_2980,0.4647838138620512,370
marginal_9600,0.45534491709772795,370
marginal_8829,0.8092281573529534,483
marginal_1507,0.7761699080920383,483
marginal_2072,0.7705051990093926,483
marginal_8890,0.7544579985725821,483
marginal_4031,0.7538884372377548,483
marginal_252,0.42457074781186294,484
marginal_2018,0.3812300241443141,484
marginal_8829,0.3752433440615632,484
marginal_483,0.36389788118972666,484
marginal_9295,0.36062674401755784,484
marginal_2034,0.6476303695660585,661
marginal_1283,0.6221983185994865,661
marginal_4031,0.60436782213836,661
marginal_2072,0.5863605693014933,661
marginal_2018,0.5578080107856014,661
marginal_871,0.7710167380485073,739
marginal_8890,0.7301658638857385,739
marginal_1507,0.6984808037867668,739
marginal_8829,0.6875134689814876,739
marginal_6910,0.6839009533334822,739
marginal_483,0.4607568178048888,744
marginal_4998,0.449819915215952,744
marginal_6910,0.4289903684965604,744
marginal_3918,0.413726856962109,744
marginal_2072,0.4096844102004005,744
marginal_1507,0.831422523787209,871
marginal_6910,0.7819778148087715,871
marginal_8890,0.7817946424621373,871
marginal_3367,0.7778082420303718,871
marginal_739,0.7710167380485073,871
marginal_3039,0.26552980632201983,1042
marginal_1792,0.1867431343813077,1042
marginal_6673,0.17368981788958293,1042
marginal_8386,0.14986389490373755,1042
marginal_9160,0.1437936767890894,1042
marginal_1714,0.5647753613815516,1086
marginal_4031,0.5109737879059071,1086
marginal_2018,0.49951542955200684,1086
marginal_4998,0.49373794630475654,1086
marginal_2034,0.49239655938475463,1086
marginal_5810,0.5171936095918727,1103
marginal_114,0.48350174338667345,1103
marginal_2965,0.4699432317681121,1103
marginal_1086,0.41011497867519153,1103
marginal_1790,0.38136032874022224,1103
marginal_4031,0.6386166636508385,1283
marginal_2094,0.6256467392290196,1283
marginal_661,0.6221983185994865,1283
marginal_2072,0.6144203118500072,1283
marginal_8890,0.6028863668766553,1283
marginal_8244,0.4762201674161812,1403
marginal_9121,0.41847816311634234,1403
marginal_3778,0.2951483716979791,1403
marginal_2945,0.25770657368023847,1403
marginal_2129,0.2198608443192023,1403
marginal_7566,0.55807077506608,1415
marginal_6863,0.40332133211485,1415
marginal_4732,0.37844940250375964,1415
marginal_9956,0.2811502296251037,1415
marginal_6830,0.24807008983636855,1415
marginal_8890,0.8666487396049871,1507
marginal_2129,0.8364323110226064,1507
marginal_871,0.831422523787209,1507
marginal_6910,0.8012143033086911,1507
marginal_2094,0.7890937361363186,1507
marginal_8890,0.6248427553176515,1589
marginal_2094,0.6085010225591856,1589
marginal_8829,0.5800061885085079,1589
marginal_2129,0.5638961648539503,1589
marginal_1507,0.555673526067548,1589
marginal_114,0.569824172498897,1619
marginal_1714,0.466897042420458,1619
marginal_6910,0.4089464286088523,1619
